Gene_acc,Gene_id,146P1,146P2,146P3,146M1,146M2,146M3,Desc
3270,Tb927.4.2840:mRNA-p1,183386.125,198877.9375,252143.6563,314196.125,342343.625,251776.0469,"hypothetical protein, conserved"
3271,Tb927.4.2850:mRNA-p1,519499.0313,550034.625,492563.5,532468.125,487309,512285.25,"hypothetical protein, conserved"
3272,Tb927.4.2860:mRNA-p1,118088.6953,111192.6641,73216.5,89806.3125,Filtered,79061.96875,"Vacuolar protein sorting associated protein 22, putative"
3273,Tb927.4.2880:mRNA-p1,960679.875,956598.375,901988.625,734688.25,749667.875,851245.5,Nucleoporin NUP225
3274,Tb927.4.2890:mRNA-p1,973564.875,886383.1875,974059.4375,656008.5625,715961.75,631057.4375,"hypothetical protein, conserved"
3275,Tb927.4.2920:mRNA-p1,163079.8438,175954.2813,192035.25,251798.4688,322849.6563,258045.5,"hypothetical protein, conserved"
3276,Tb927.4.2930:mRNA-p1,106970.4375,113257.7344,135463.5625,83093.1875,90929.5,74206,"OsmC-like protein, putative"
3278,Tb927.4.3040:mRNA-p1,513993.375,485641.5,541801.4375,469254.4063,573298.4375,431523.625,Enriched in surface-labeled proteome protein 11
3279,Tb927.4.3060:mRNA-p1,5348481,5725115,4768420,6068205.5,4572009,4722471,"hypothetical protein, conserved"
3280,Tb927.4.3070:mRNA-p1,1812908.125,2412775,2435486.25,649370.125,1357838.625,944841.5625,"hypothetical protein, conserved"
3281,Tb927.4.310:mRNA-p1,602831.0625,598911.0625,576207.625,434681.2188,282407.7188,573199.5625,"SPRY domain/HECT-domain (ubiquitin-transferase), putative"
3282,Tb927.4.3130:mRNA-p1,203695.1094,196600.125,242230.8906,219531.4688,239443.2969,258824.375,Component of motile flagella 18
3283,Tb927.4.3140:mRNA-p1,733524.625,551546.8125,687506.8125,430390.5,699532.375,410217.0625,Ribosome maturation protein SDO1
3284,Tb927.4.3150:mRNA-p1,131698.4063,214530.125,241700.7813,317255,370573.5,290464.1563,KKT-interacting protein 10
3285,Tb927.4.3160:mRNA-p1,811925.0625,705063.875,760913.625,759623.125,834609.5625,616401.125,"dihydroxyacetone phosphate acyltransferase, putative"
3286,Tb927.4.3170:mRNA-p1,83725.53906,46396.3125,36586.57813,19549.67188,19120.63281,15902.43164,"hypothetical protein, conserved"
3287,Tb927.4.3180:mRNA-p1,700680.0625,684460.0625,760016.875,424152.3438,562306.875,427675.625,"hypothetical protein, conserved"
3288,Tb927.4.330:mRNA-p1,1478300,392397.375,479619.8438,282332.9375,258956.3281,525385,Cardiolipin-dependent protein 43kDa
3289,Tb927.4.3300:mRNA-p1,775462.625,753787.75,908041,740062,728398.25,603268.9375,"mitochondrial ATP-dependent zinc metallopeptidase, putative"
3290,Tb927.4.3310:mRNA-p1,767327.4375,833767.875,1007009.5,848812.375,1032806.75,774046.875,"TPR repeat/SET domain containing protein, putative"
3291,Tb927.4.3320:mRNA-p1,337821.2188,552840.1875,500282.25,1378952.25,1020235.375,1315598,"uracil phosphoribosyltransferase, putative"
3292,Tb927.4.3330:mRNA-p1,92897.48438,95670.83594,90895.24219,152947.7969,123328.5391,146681.7344,"EF-hand domain pair, putative"
3293,Tb927.4.3350:mRNA-p1,890718.25,1035334.313,1060589.25,919070.625,709672.25,881103.875,"Carnosine N-methyltransferase, putative"
3295,Tb927.4.3370:mRNA-p1,365236.0938,358157.9688,403894.875,772737.1875,923099.5,859224,"hypothetical protein, conserved"
3296,Tb927.4.3380:mRNA-p1,622338.875,705143.1875,704821,513251.5313,535865.625,547028.375,"myosin IB heavy chain, putative"
3297,Tb927.4.3390:mRNA-p1,68013.13281,64876.76172,63882.51953,54617.32031,64623.77344,56665,"tuzin, putative"
3298,Tb927.4.3400:mRNA-p1,421500.6563,419459.75,577564.375,763011.5,952664.8125,761950.5,"hypothetical protein, conserved"
3299,Tb927.4.3410:mRNA-p1,67755.8125,119515.9766,87872.25781,60897.54688,68602.13281,106130.4141,"selenoprotein, putative"
3300,Tb927.4.3420:mRNA-p1,58370.85156,70605.66406,114772.75,123786.875,117144.2891,112456.5156,wee1-like protein kinase
3303,Tb927.4.3470:mRNA-p1,62443.27734,1725785.25,1791988.25,2369715,Filtered,2353910,"hypothetical protein, conserved"
3304,Tb927.4.3480:mRNA-p1,2086741.25,2517728,2159974.5,1307974.25,2020329,1407107.5,hypothetical protein
3305,Tb927.4.3490:mRNA-p1;Tb927.4.3510:mRNA-p1,934592.75,728597.0625,855143,707358.375,513392.9375,600383.625,"DNA-directed RNA polymerase subunit, putative"
3306,Tb927.4.350:mRNA-p1,125351.7578,118217.8203,93295.47656,83097.35156,50230.55469,74109.48438,"hypothetical protein, conserved"
3307,Tb927.4.3540:mRNA-p1,266207.1563,277184.0938,349112.4063,306178.375,410050.875,278943.7813,"hypothetical protein, conserved"
3308,Tb927.4.3550:mRNA-p1;Tb927.5.1610:mRNA-p1,7148446.5,8364598,9526449,21539192,24944654,20705628,"60S ribosomal protein L13a, putative"
3309,Tb927.4.3560:mRNA-p1,925810.875,847691.5,1005039.313,1037527.625,1185555.25,1057252,"protein phoshatase 1, putative"
3311,Tb927.4.3590:mRNA-p1,19021262,18058178,24096032,26114788,32155660,27009966,"translation elongation factor 1-beta, putative"
3312,Tb927.4.360:mRNA-p1,1223423.75,1165798.125,1222598.5,1575738,1485913.875,1492923.375,"1,2-Dihydroxy-3-keto-5-methylthiopentene dioxygenase, putative"
3313,Tb927.4.3620:mRNA-p1,420973.125,408813.6563,418821.75,507282.1875,528039.0625,503007.2188,"serine threonine-protein phosphatase PP1, putative"
3314,Tb927.4.3630:mRNA-p1,2962153.25,3188665.25,2725219,4463958,3556777,4218597,"serine threonine-protein phosphatase PP1, putative"
3316,Tb927.4.3660:mRNA-p1,513731.4375,513786.2813,560762.375,469168.875,591247.125,426983.8125,"hypothetical protein, conserved"
3317,Tb927.4.3670:mRNA-p1,283411.0313,281411.1563,296468.1875,404384.3125,299886.375,426887.25,"CBF/Mak21 family, putative"
3318,Tb927.4.3680:mRNA-p1,131956.0625,123422.7031,137162.0938,152913.4531,141205.8594,113731.2734,"protein phosphatase 2C, putative"
3321,Tb927.4.3740:mRNA-p1,10700759,12405988,12368303,6636797.5,16262454,8325216.5,flagellar attachment zone protein 1
3322,Tb927.4.3770:mRNA-p1,58721.80469,109162.2109,105193.1563,123685.3594,104152.6953,96018.95313,"calcium/calmodulin-dependent protein kinase, putative"
3323,Tb927.4.3790:mRNA-p1,509414.3438,392433.3125,489896.4688,549463.0625,676636,403487.75,"ubiquitin carboxyl-terminal hydrolase, putative"
3324,Tb927.4.380:mRNA-p1,1154148.875,1230440.375,1082771.5,1078777.25,1371989.625,1244435.625,"WD domain, G-beta repeat, putative"
3325,Tb927.4.3800:mRNA-p1,272639.9063,262901.0938,218629.5469,283772,238708.5625,300138.7813,"hypothetical protein, conserved"
3326,Tb927.4.3810:mRNA-p1,1442386,1412936.625,1602819.625,1374960.5,1747099.75,1258867.25,"DNA-directed RNA polymerase II subunit 2, putative"
3328,Tb927.4.3840:mRNA-p1,762127.5,671583.9375,534127.5625,938929.5625,864830.5,852005.9375,"nucleolar protein, putative"
3329,Tb927.4.3850:mRNA-p1,964714,748485.5,608020.5625,562938.75,609674.5,561799.6875,"NLE (NUC135) domain/WD domain, G-beta repeat, putative"
3330,Tb927.4.3890:mRNA-p1,1715080.75,1749711.5,1862279.375,1768640.125,1798430.875,1784288.25,"ATP-dependent RNA helicase, putative"
3331,Tb927.4.3900:mRNA-p1,409609.75,412851.5,372886.6563,392210.875,384514.4688,410510.9688,"hypothetical protein, conserved"
3332,Tb927.4.3910:mRNA-p1,214693.0625,25709.96289,147831.0938,171111.9219,215500.7344,111389.8047,"Kinesin-13 4a, putative"
3333,Tb927.4.3970:mRNA-p1,281195.2813,271287.75,339431.8125,113800.3125,134527.9375,141410.9375,"hypothetical protein, conserved"
3334,Tb927.4.3980.1:mRNA-p1;Tb927.4.3980.2:mRNA-p1,462337.875,578223,579179.3125,306043.5625,232838.3594,86514.26563,"chaperone protein DnaJ, putative"
3335,Tb927.4.400:mRNA-p1,472686,430882.75,539506.6875,364201,613320.8125,484291.4688,Double RNA binding domain protein 7
3337,Tb927.4.4040:mRNA-p1,1088150.875,1053496.5,1197995.5,1557026,1796677,1484400.5,"hypothetical protein, conserved"
3338,Tb927.4.4050:mRNA-p1,711661,731489.6875,658412.5,626937.8125,695217.5625,628307.1875,glycosomal transporter (GAT1)
3339,Tb927.4.4060:mRNA-p1,323044.6563,339031.3438,389015.8438,268943.4375,340580.9063,316193.4688,"hypothetical protein, conserved"
3340,Tb927.4.4070:mRNA-p1,381675.4063,393449.25,457109.4063,348635.2813,463986.875,333521.9063,"mevalonate kinase, putative"
3341,Tb927.4.4090:mRNA-p1,166573.2344,156804.4063,113215.0156,95060.17188,63889.27734,109594.9922,"hypothetical protein, conserved"
3342,Tb927.4.410:mRNA-p1,2225817.75,2109162.5,1911699,2179662.5,1749857,2150838.5,CAF 40
3343,Tb927.4.4110:mRNA-p1,357062.9688,319697.1563,339358,344451.4063,341064.4375,291183.5938,"hypothetical protein, conserved"
3344,Tb927.4.4120:mRNA-p1,234618.3906,222610.0938,283769.3438,280435.2188,184018.2813,263088.5,"Cleavage stimulating factor 64, putative"
3345,Tb927.4.4130.1:mRNA-p1,543134.375,268979.1563,244997.3125,351903.0938,354762.7188,1019939.75,"Flagellar-associated protein 59, putative"
3346,Tb927.4.4160:mRNA-p1,535273.5625,548428.3125,540921,518129.875,598648.5625,641477.4375,RNA editing mediator complex protein 5
3347,Tb927.4.4180:mRNA-p1,61603.27344,57169.64453,36911.29688,72260.45313,83378.09375,71366.05469,SUMO-interacting motif-containing protein
3348,Tb927.4.4190:mRNA-p1,110501.3672,125091.5469,162281.4688,511118.125,433455.0625,440921.4375,"C2 domain containing protein, putative"
3349,Tb927.4.420:mRNA-p1,192300.1875,184565.3281,194764.2656,166532.625,152189.0313,136593.3125,"phosphatidylinositol 4-kinase, putative"
3350,Tb927.4.4210:mRNA-p1,506552.0938,507854.4688,518255.0313,439051.1563,424805.0625,506635.375,"ATP-dependent zinc metalloprotease AFG3-like, putative"
3351,Tb927.4.4240:mRNA-p1;Tb927.4.4260:mRNA-p1;Tb927.4.4280:mRNA-p1,10012766,10469065,11581236,11110268,14512984,13275321,"hypothetical protein, conserved"
3353,Tb927.4.430:mRNA-p1,945853.5625,898996.6875,858402.75,1077220,1301093.5,1194654.75,proteasome beta 7 subunit
3354,Tb927.4.4300:mRNA-p1,268212.8125,286962.2813,254927.8594,188236.5156,140506.0625,194868.5156,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
3355,Tb927.4.4310:mRNA-p1,475822.0625,510789.4375,586507.0625,477486.4375,629991.875,503132.4688,Nucleoporin NUP64
3356,Tb927.4.4320:mRNA-p1,262024.7656,187048.1563,174034.8438,220748.4219,185305,199198.0781,"divalent cation tolerance protein, putative"
3357,Tb927.4.4340:mRNA-p1,460452.5,382256.5625,424401.4375,464266.9063,523244.875,542955.4375,"Domain of unknown function (DUF4498), putative"
3358,Tb927.4.4350:mRNA-p1,188201.625,379218.4375,212090.8438,128653.6406,58461.73828,132321.5156,"emp24/gp25L/p24 family/GOLD, putative"
3359,Tb927.4.4360:mRNA-p1,772523.3125,769488.5625,899778.0625,588256.5625,647623.6875,635899.375,"monoglyceride lipase, putative"
3360,Tb927.4.4370.1:mRNA-p1;Tb927.4.4370.2:mRNA-p1,593696.4375,558981.5625,654646.25,1036319.563,987447.3125,1009035.438,"hypothetical protein, conserved"
3361,Tb927.4.4380:mRNA-p1;Tb927.8.7980:mRNA-p1,4049266,4515401,4654898,3075406.5,3728632.75,3468761.5,"Pyrophosphate-energized vacuolar membrane proton pump 2, putative"
3363,Tb927.4.4430:mRNA-p1,2951970.75,3192054.25,3029401.25,1699449.625,1170512.875,1674577.75,adenylyl cyclase
3364,Tb927.4.4440:mRNA-p1,543572.0625,628407.875,528031.5625,401450.9688,272669.0313,467857.8438,adenylyl cyclase
3365,Tb927.4.4470:mRNA-p1,332561.4375,354650.6563,311610.25,192246.8281,169651.1719,189810.8438,adenylyl cyclase
3366,Tb927.4.4490:mRNA-p1,4587462,4479279,4639317.5,4719237.5,4433223.5,4974518.5,multidrug resistance protein E
3367,Tb927.4.450:mRNA-p1,3409163,3293711.5,2956104.75,3470287,2737253,3267711,"coatomer alpha subunit, putative"
3368,Tb927.4.4510:mRNA-p1,155514.5313,172711.125,142843.2188,123193.7969,156325.5,115294.4063,"protein phosphatase 2C, putative"
3370,Tb927.4.4540:mRNA-p1,2290334,2077776.125,2420309.75,1432137.75,1588673.125,1664980.75,"zinc finger domain, LSD1 subclass, putative"
3371,Tb927.4.4550:mRNA-p1,875011,939688.625,913217.875,682633.875,675804.6875,734823.6875,"hypothetical protein, conserved"
3372,Tb927.4.4560:mRNA-p1,385460.9063,114369.7813,197891.9375,203052.4219,258060.2344,116664.4766,"hypothetical protein, conserved"
3373,Tb927.4.4570:mRNA-p1,297175.6563,308522.3125,365890.3125,310312.25,368581.25,276014.9375,"hypothetical protein, conserved"
3374,Tb927.4.4580:mRNA-p1,874138.5,961867.25,861419.8125,809634.5,630059.25,791178.9375,"hypothetical protein, conserved"
3375,Tb927.4.4590:mRNA-p1,74007.34375,74621.28125,85786.26563,94590.84375,131629.8125,87390.98438,"AGC family serine/threonine kinase, putative"
3376,Tb927.4.460:mRNA-p1,274849.6563,294738.25,335023.4063,225850.9844,343535.6563,144796.2188,"Alkylated DNA repair protein (alkB homolog), putative"
3377,Tb927.4.4600:mRNA-p1,345119.6875,340692.5,286199.5,231754.0156,259377.8125,190756.3438,mitochondrial ribosomal protein l43
3378,Tb927.4.4610:mRNA-p1,109095.2422,152661.0156,234875.375,173195.3906,167902.9219,186636.4688,Mitoribosomal LSU assembly factor 15
3379,Tb927.4.4650:mRNA-p1,305231.2188,386618.9688,499749.1563,514458.1563,658588.25,523513.3125,"diphthine synthase, putative"
3380,Tb927.4.4660:mRNA-p1,383443.25,304660.6875,341035.9063,295952.625,395892.2188,306821.25,"Protein of unknown function DUF84, putative"
3381,Tb927.4.4670:mRNA-p1,474600.3438,574248.3125,572345.375,801228.0625,769110.0625,796462.4375,"MYND finger, putative"
3382,Tb927.4.4680:mRNA-p1,18680938,19385664,19668772,35528456,44376808,38876616,DNA replication complex GINS protein PSF3
3383,Tb927.4.4690:mRNA-p1,1715532.625,1809364.375,1817214,2699840,3006711.75,2763722,"hypothetical protein, conserved"
3384,Tb927.4.470:mRNA-p1,1566062,1674483.625,1648440,1377874,1941844,1377582.375,"snoRNP protein GAR1, putative"
3385,Tb927.4.4700:mRNA-p1,2246876.75,2342234.75,2583085.75,3415826.75,4469350,3726360.25,"hypothetical protein, conserved"
3386,Tb927.4.4740:mRNA-p1,306896.75,244946.9688,678509.8125,218616.9375,555023.5625,198363.4688,"Sphingosine N-acyltransferase, putative"
3387,Tb927.4.4750:mRNA-p1,134342.4531,218626,139547.5781,130780.5156,142377.7188,872868.1875,"hypothetical protein, conserved"
3388,Tb927.4.4790:mRNA-p1,165324.4531,142674.7656,166438.6719,102380.4844,50129.17188,81968.3125,"hypothetical protein, conserved"
3389,Tb927.4.480:mRNA-p1,313368.7188,300802.4375,284366.5625,461825.25,482421.5,487206.1875,"Cullin binding, putative"
3391,Tb927.4.4820:mRNA-p1,907517.4375,998260.875,957022.5625,1147321.375,990988.375,989958.1875,"amino acid transporter 10, putative"
3392,Tb927.4.4830:mRNA-p1;Tb927.4.4850:mRNA-p1;Tb927.4.4870:mRNA-p1,1248285.125,1417749,1450681.25,2365845.75,2782245.75,2666614.5,"amino acid transporter, putative"
3393,Tb927.4.4910.1:mRNA-p1;Tb927.4.4910.2:mRNA-p1,3222459.5,3308415.75,3588958,3233963,3003628.5,3306524.5,"3,2-trans-enoyl-CoA isomerase, mitochondrial precursor, putative"
3394,Tb927.4.4930:mRNA-p1,96407840,106029616,101166584,79369576,108191624,94825712,"symplekin, putative"
3395,Tb927.4.4950:mRNA-p1,265480.5313,335521.625,333637.5625,377372.9375,457119.5938,365511.2188,Nucleolar protein 61
3397,Tb927.4.4980:mRNA-p1,38132.67969,90354.875,46936.16797,134791.3438,67750.0625,229526.8906,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
3398,Tb927.4.500:mRNA-p1,595422.1875,575016.25,910442.875,827942.875,810819.5625,673191.1875,"FHA domain containing protein, putative"
3399,Tb927.4.5000:mRNA-p1,668535.875,755777.75,744620.625,843471.0625,789517.75,890677.125,"TerD domain containing protein, putative"
3400,Tb927.4.5010:mRNA-p1,24656564,30450924,31712196,21143484,27268202,23317838,"calreticulin, putative"
3401,Tb927.4.5020:mRNA-p1,1927016.625,1882791,1495012.875,1864433.25,2102642.5,1896766.125,DNA-directed RNA polymerase II subunit RPB1
3402,Tb927.4.5030:mRNA-p1,468570.4375,483058.25,596556.0625,684028.4375,792608.4375,751410.4375,protein phosphatase 1
3403,Tb927.4.5040:mRNA-p1,325620.0625,349215.8125,309373.3438,277973.4375,361172.5,279899.9063,dihydrolipoamide dehydrogenase
3405,Tb927.4.510:mRNA-p1,370545.0625,364092.75,271402.0313,369513.4375,244393.4531,317041.9375,"hypothetical protein, conserved"
3406,Tb927.4.5100:mRNA-p1,306950.125,382123.7813,352870,166536.3906,202714.6875,149591.9219,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative"
3407,Tb927.4.5110:mRNA-p1,67061.125,68864.47656,76209.98438,136239.0469,160610.3906,129127.7031,kinetoplastid kinetochore protein 8
3408,Tb927.4.5120:mRNA-p1,101021.7656,93467.99219,96618.07813,81725.96875,79757.82031,94091.92188,"hypothetical protein, conserved"
3409,Tb927.4.5130:mRNA-p1,8347545,6892512.5,6584980,3566539.5,4887042,3248170.25,"KH domain/Domain of unknown function (DUF1771)/Smr domain containing protein, putative"
3410,Tb927.4.5140:mRNA-p1;Tb927.8.7250:mRNA-p1,32404.73828,64118.39844,55373.76172,37180.99219,81696.26563,53150.64063,repressor of RNA polymerase III transcription MAF1
3411,Tb927.4.5160:mRNA-p1,492660,470978.75,517239.25,335389.7813,464780.1875,312479.0313,"hypothetical protein, conserved"
3412,Tb927.4.5180:mRNA-p1,395004.9063,401432.625,453398.2188,298865.0625,426217.3438,293626.0938,tousled-like kinase I
3413,Tb927.4.5200:mRNA-p1,438221.5313,483186.125,493744.3438,328835.1563,475401.9063,390486.3438,Nucleoporin NUP62
3414,Tb927.4.5220:mRNA-p1,279024.3125,323192.375,289596.3125,326002.0625,382382,342215.375,hypothetical protein
3415,Tb927.4.530:mRNA-p1,49603.79688,26521.52344,10830.72949,38874.32031,22693.82031,26616.63086,"hypothetical protein, conserved"
3416,Tb927.4.5310:mRNA-p1,1674107.875,1712253,1799097.5,1560345.5,1322315,1397185.625,Repressor of differentiation kinase 2
3417,Tb927.4.5320:mRNA-p1,305107,294321.6875,383050.4688,314260.7813,305429.7188,285036.8438,"Component of IIS longevity pathway SMK-1, putative"
3418,Tb927.4.5340:mRNA-p1,597177.875,640316.75,662409.375,703589.125,916302.25,794188.5,Flagellum attachment zone protein 11
3419,Tb927.4.5380:mRNA-p1,642545,693749.3125,688522.9375,884636,1082878,785988.5,Cilia- and flagella-associated protein 43
3420,Tb927.4.5390:mRNA-p1,658166.375,658689.5,832250,489865.7188,645962.25,473194.4063,serine/threonine-protein kinase NrkA
3421,Tb927.4.540:mRNA-p1,177394.7031,197984.5156,Filtered,150490.4531,Filtered,118611.6563,"hypothetical protein, conserved"
3422,Tb927.4.550:mRNA-p1,51889.60547,40983.77344,56892.73438,60869.47656,23190.00195,69662.32813,"Zinc knuckle, putative"
3423,Tb927.4.560:mRNA-p1,2375504,2375558.75,2281984,2138158.25,1676310.125,2180593.5,"Cytoplasmic dynein 2 heavy chain (DYNC2H1), putative"
3424,Tb927.4.590:mRNA-p1,3916142.75,4130067,4182560.5,3200232.5,4481868,3256284.5,"PQQ-like domain/Protein of unknown function (DUF1620), putative"
3425,Tb927.4.600:mRNA-p1,1720004.875,1729742,1682785.25,1340473.375,1286525,1085668.875,"Alpha/beta hydrolase family, putative"
3426,Tb927.4.610:mRNA-p1,628560.25,602951.875,636784.4375,185813.7031,195097.0469,182934.1875,"PX domain containing protein, putative"
3427,Tb927.4.620:mRNA-p1,400279.3438,409389.2813,372873.1875,550341.625,432878.8438,482072.8438,"hypothetical protein, conserved"
3428,Tb927.4.630:mRNA-p1,424268.2813,440858.6563,443459.875,352129.6563,341858.9063,361663.2188,MICOS complex subunit MIC34
3429,Tb927.4.640:mRNA-p1,215943.75,206348.2188,135201.7813,210432,176137.6719,165564.875,"GRIP domain containing protein, putative"
3430,Tb927.4.660:mRNA-p1,934539.375,995103.5,903088.8125,1374543.375,1368825.375,1368476.125,"hypothetical protein, conserved"
3431,Tb927.4.670:mRNA-p1,190963.7188,196235.0625,237625.6406,268799.9375,318694.5938,300920.5,"conserved protein, unknown function"
3432,Tb927.4.690:mRNA-p1,211810.8125,212811.75,202002.4688,207647.5,197242.6406,191052.4063,"geranylgeranyl transferase type II beta subunit, putative"
3434,Tb927.4.720:mRNA-p1,175834.4375,138031.9375,99698.38281,67419.03125,124791.5859,86511.94531,"hypothetical protein, conserved"
3435,Tb927.4.730:mRNA-p1,520258.0313,619669.3125,1558024.875,637494.25,3091543.75,851444.625,"Peptidase family C78, putative"
3436,Tb927.4.750:mRNA-p1,336837.75,472994.1563,585666.625,601260.5625,659551.1875,434968.6875,"50S ribosomal protein L7Ae, putative"
3437,Tb927.4.760:mRNA-p1,3674255.75,3593578,4438793.5,2952818.5,3258394.75,2649473.5,"AP-1 adapter complex gamma subunit, putative"
3438,Tb927.4.770:mRNA-p1,264663.875,267472.1875,265623.375,260946.1719,299001.2188,262559.75,"ubiquitin-protein ligase, putative"
3439,Tb927.4.790:mRNA-p1,120644.2031,128177.0078,99172.75781,121150.6484,192940.125,129185.7266,"hypothetical protein, conserved"
3440,Tb927.4.800:mRNA-p1,119329.5625,109516.7188,104100.7031,155959.6719,149332.5156,141932.5625,"target of rapamycin kinase 3, putative"
3441,Tb927.4.810:mRNA-p1,1862018.375,2080009.375,1972440,680700.25,704905.9375,595909.6875,"expression site-associated gene 5 (ESAG5) protein, putative"
3442,Tb927.4.840:mRNA-p1,394835.5313,353124.4063,239270.3438,194980.4375,98477.65625,177003.75,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase, putative"
3443,Tb927.4.850:mRNA-p1,163822.2656,306771.7813,115642.2813,324865.9375,188471.3125,147937.5781,"hypothetical protein, conserved"
3444,Tb927.4.860:mRNA-p1,523828.6875,544263.25,506528.5625,521772.5938,388493.625,488311.0938,"hypothetical protein, conserved"
3445,Tb927.4.870:mRNA-p1,862743.5625,936469.5,887321.875,1160994.5,1341421.25,1149527.25,"dynein heavy chain, putative"
3446,Tb927.4.890:mRNA-p1,1300386.25,1217895.75,1229561.5,775520.25,1059815.75,419360.4063,small nuclear ribonucleoprotein sm d3
3447,Tb927.4.920:mRNA-p1,1908798,2089066.25,1604454.875,1382180.125,1360400.375,1378194.75,"TPR repeat, putative"
3448,Tb927.4.960:mRNA-p1,534593.75,577536.5625,681143.6875,363089.375,397778,238733.75,"WD domain, G-beta repeat, putative"
3449,Tb927.4.980:mRNA-p1,104171.6563,101058.2734,123321.3281,85818.30469,97526.07031,105573.5,"actin, putative"
3450,Tb927.5.1000:mRNA-p1,8647300,8265235.5,8183227.5,8554142,6232197.5,8579976,"ubiquitin-conjugating enzyme E2, putative"
3451,Tb927.5.1010:mRNA-p1,526701.5625,587732.375,625888.3125,1575215.75,474435.5625,2210805.5,"hypothetical protein, conserved"
3452,Tb927.5.1020:mRNA-p1,575399.6875,624409.5625,519531.3125,349722.0938,297128.4063,349555.2188,"disulfide isomerase, putative"
3453,Tb927.5.1030:mRNA-p1,139224.3438,148737.3281,145831.7344,118357.1563,128496.5156,127565.2734,Iron-sulfur assembly protein 2
3454,Tb927.5.1060:mRNA-p1,108588.4063,55076.24609,94909.78125,180442.4219,192308.2969,152970.8281,"mitochondrial processing peptidase, beta subunit, putative"
3455,Tb927.5.1070:mRNA-p1,148982.5938,143524.6875,115366.3984,13302.66895,15520.52637,85175.63281,"OTU-like cysteine protease, putative"
3456,Tb927.5.1080:mRNA-p1,307982.1563,264186.375,276773.0625,394708.0313,353155.1875,347604.4688,"RNA-binding protein, putative"
3457,Tb927.5.1090:mRNA-p1,4294190,4288491.5,4502169,5613300.5,6145212,5684478.5,"threonyl-tRNA synthetase, putative"
3458,Tb927.5.110:mRNA-p1,214357.5781,234928.4688,269641.6563,204895.0625,197754.375,175833.2656,"variant surface glycoprotein (VSG)-related, putative"
3459,Tb927.5.1100:mRNA-p1,443091.8125,388424.4688,381655.625,798500.1875,674531.625,695936.875,peroxisome targeting signal 1 receptor
3460,Tb927.5.1120:mRNA-p1,524143.9063,581044.75,583854.625,603972.3125,727564.625,494697.125,"Phage tail fibre repeat, putative"
3461,Tb927.5.1130:mRNA-p1,1970806.375,1782935.375,1405039.125,1214346.5,944994.75,1498929,"hypothetical protein, conserved"
3462,Tb927.5.1140:mRNA-p1,918781.625,971875.125,889183.9375,959963.25,1079174.25,1118016.875,choline/ethanolamine kinase
3463,Tb927.5.1150:mRNA-p1,316614.25,277921.0313,258607.0625,467707.1875,420868,476560.9688,RNA helicase Prp43
3464,Tb927.5.1160:mRNA-p1,7279408,7431550,4754533.5,4627775.5,3136396.75,4895916,"Degradation arginine-rich protein for mis-folding, putative"
3465,Tb927.5.120:mRNA-p1,57058.82813,50912.03906,89166.59375,45713.43359,54130.43359,30430.82813,"expression site-associated gene 9 (ESAG9) protein, putative"
3466,Tb927.5.1200:mRNA-p1,267672.25,218507.3438,192569.8125,176087.8281,155066.7188,216398.5313,exosome complex component CSL4
3467,Tb927.5.1210:mRNA-p1,20003478,23733596,22971662,21418882,22424268,21371148,"short-chain dehydrogenase, putative"
3469,Tb927.5.1250:mRNA-p1,1237064,1224307,1424959.75,882891.3125,760193.4375,1028977.5,"GAF domain/TIP41-like family, putative"
3470,Tb927.5.1260:mRNA-p1,3656265.75,3555779.75,3545756.25,3464122.25,2593575.75,3799617.75,"Sulfate transporter N-terminal domain with GLY motif/Sulfate transporter family, putative"
3471,Tb927.5.1270:mRNA-p1,1001538.625,950346.8125,1176933.25,1250373.875,1196603.875,1223018.875,Acidic leucine-rich nuclear phosphoprotein 32 family member
3472,Tb927.5.1280:mRNA-p1,1817008.75,1822738.75,2155780,1362011.125,1755789.75,1517566,"alanine racemase, putative"
3473,Tb927.5.1300:mRNA-p1,2432599.5,2465954.75,2348076,1352361.75,1600319,1300230.25,"V-type proton ATPase subunit a, putative"
3474,Tb927.5.1310:mRNA-p1,213185,248802.9375,228688.8594,140272.75,191843.9531,179312.875,"protoheme IX farnesyltransferase, putative"
3475,Tb927.5.1320:mRNA-p1,453705.25,488553.75,473296.5313,366217.5938,413434.0938,418409.1563,Kinetochore interacting protein 2
3476,Tb927.5.1330:mRNA-p1,137024.3281,121584.3359,87395.66406,101449.3438,96243.36719,96767.44531,"hypothetical protein, conserved"
3477,Tb927.5.1340:mRNA-p1,494669.3438,535431.5,600628.375,452086.1875,401368.75,462433.6563,"pre-mRNA splicing factor, putative"
3478,Tb927.5.1360:mRNA-p1,4112874.25,2547676.5,2253044.5,3376603.75,2782180,3070353.25,nucleoside 2-deoxyribosyltransferase
3479,Tb927.5.1380:mRNA-p1,216166.4375,237410.0781,284398.375,63301.97656,93805.04688,36979.375,hypothetical protein
3480,Tb927.5.1390:mRNA-p1,540745.4375,476949.625,660367.125,225255.7813,260130.0781,168701.0938,64 kDa invariant surface glycoprotein
